,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,department,odds,Emp_ID
951,0.36,0.52,2,157,3,0,0,1,9,0.9952439,12201
952,0.09,0.94,6,308,4,0,0,1,9,0.09889674,12202
953,0.41,0.71,4,301,5,0,0,1,9,0.009911001,12203
954,0.4,0.46,2,131,3,0,0,1,9,0.955791,12204
955,0.1,0.91,6,262,5,1,0,1,9,0.00044810772,12205
956,0.46,0.53,2,143,3,1,0,1,9,0.30532426,12206
957,0.39,0.57,2,133,3,0,0,2,9,0.009950399,12207
958,0.41,0.5,2,153,3,0,0,2,9,0.0059443116,12208
959,0.1,0.94,7,281,4,0,0,2,9,0.0016965568,12209
960,0.39,0.51,2,132,3,0,0,2,8,0.0011731386,12210
961,0.73,0.83,5,270,5,1,0,2,8,0.0036802888,12211
962,0.41,0.45,2,150,3,0,0,2,8,0.002960205,12212
963,0.37,0.51,2,140,3,0,0,2,8,0.006198913,12213
964,0.38,0.5,2,150,3,1,0,2,8,0.9896805,12214
965,0.8,0.63,5,180,5,0,0,2,8,0.96801615,12215
966,0.09,0.85,5,281,4,0,0,2,8,0.026809365,12216
967,0.85,0.92,4,275,5,0,0,2,8,0.0070768297,12217
968,0.42,0.54,2,130,3,0,0,2,8,0.013587326,12218
969,0.41,0.48,2,130,3,0,0,0,8,0.01433453,12219
970,0.38,0.46,2,147,3,0,0,1,8,0.006204933,12220
971,0.72,1.0,5,264,5,0,0,2,9,5.724669e-05,12221
972,0.11,0.74,6,290,5,0,0,2,9,0.9926402,12222
973,0.37,0.47,2,150,3,0,0,2,9,0.015677154,12223
974,0.1,0.81,6,304,4,0,0,2,4,0.4092756,12224
975,0.36,0.54,2,136,3,0,0,1,0,0.02296552,12225
976,0.92,0.94,5,307,5,0,0,1,0,0.73780066,12226
977,0.11,0.87,5,303,4,0,0,1,0,0.36216888,12227
978,0.39,0.56,2,156,3,0,0,1,0,0.008137763,12228
979,0.11,0.95,6,271,4,0,0,1,0,0.16279271,12229
980,0.45,0.45,2,140,3,0,0,1,6,0.96390283,12230
981,0.44,0.55,2,130,3,1,0,1,6,0.0043539107,12231
982,0.85,0.97,4,266,6,0,0,1,6,0.96814597,12232
983,0.43,0.52,2,139,3,0,0,1,6,0.042205006,12233
984,0.75,0.86,5,260,5,0,0,1,0,0.0005840659,12234
985,0.11,0.55,2,137,3,1,0,1,1,0.9894047,12235
986,0.36,0.5,2,158,3,0,0,1,1,0.007233709,12236
987,0.1,0.79,6,249,4,0,0,1,1,0.006004274,12237
988,0.74,0.89,5,259,5,0,0,1,1,0.039150387,12238
989,0.4,0.46,2,144,3,0,0,1,1,0.0002874434,12239
990,0.09,0.77,6,244,4,0,0,1,5,0.07156363,12240
991,0.76,0.91,4,219,5,0,0,1,7,0.018287182,12241
992,0.45,0.57,2,151,3,0,0,1,2,0.9731215,12242
993,0.84,0.88,4,269,5,0,0,1,8,0.004047811,12243
994,0.38,0.45,2,127,3,0,0,1,9,0.049435377,12244
995,0.38,0.46,2,144,3,0,0,1,4,0.029392004,12245
996,0.38,0.54,2,157,3,0,0,2,5,0.0037154555,12246
997,0.86,0.94,5,224,5,0,0,2,5,0.00915736,12247
998,0.37,0.46,2,155,3,0,0,2,5,0.998058,12248
999,0.37,0.5,2,131,3,0,0,2,7,0.016608357,12249
1000,0.87,1.0,4,258,5,1,1,2,7,9.352759e-05,12250
1001,0.11,0.85,6,267,4,0,0,2,7,0.04183042,12251
1002,0.42,0.5,2,141,3,0,0,2,7,0.93281966,12252
1003,0.43,0.48,2,160,3,0,0,2,7,0.024292052,12253
1004,0.09,0.8,6,247,4,0,0,2,7,0.036013603,12254
1005,0.54,0.56,4,260,3,0,0,2,7,0.00031867623,12255
1006,0.4,0.47,2,151,3,0,0,2,7,0.038678408,12256
1007,0.36,0.52,2,137,3,1,0,2,7,0.27856874,12257
1008,0.87,0.9,4,256,5,0,0,0,7,0.0064032376,12258
1009,0.75,0.88,4,239,5,0,0,1,7,0.9925886,12259
1010,0.43,0.53,2,152,3,0,0,2,7,0.00094392896,12260
1011,0.43,0.47,2,149,3,0,0,2,7,0.9890508,12261
1012,0.1,0.87,6,284,4,0,0,2,7,0.0025056303,12262
1013,0.11,0.78,7,248,4,0,0,2,7,0.00035330653,12263
1014,0.44,0.53,2,156,3,0,0,1,7,0.001830399,12264
1015,0.39,0.48,2,138,3,0,0,1,7,0.0016931891,12265
1016,0.4,0.55,2,155,3,0,0,1,7,0.0054326057,12266
1017,0.92,0.87,4,229,6,0,0,1,7,0.93537015,12267
1018,0.36,0.47,2,136,3,0,0,1,2,0.016275734,12268
1019,0.86,0.95,4,241,5,0,0,1,2,0.002856195,12269
1020,0.74,0.87,5,258,5,0,0,1,2,0.9862615,12270
1021,0.8,0.95,3,146,5,0,0,1,3,0.007580906,12271
1022,0.36,0.48,2,145,3,0,0,1,3,0.0061977506,12272
1023,0.42,0.57,2,159,3,0,0,1,3,0.9898628,12273
1024,0.42,0.47,2,129,3,0,0,1,3,0.96393275,12274
1025,0.4,0.45,2,142,3,0,0,1,9,0.9527514,12275
1026,0.46,0.53,2,129,3,0,0,1,9,0.0069176555,12276
1027,0.09,0.9,6,287,4,0,0,1,9,0.038864613,12277
1028,0.88,0.89,4,275,5,0,0,1,9,0.010982245,12278
1029,0.1,0.82,6,272,4,0,0,1,9,0.9596436,12279
1030,0.1,0.97,6,307,4,0,0,1,9,0.99270463,12280
1031,0.11,0.93,4,295,3,0,0,1,9,0.0007225275,12281
1032,0.84,0.88,5,237,5,0,0,1,9,0.2973066,12282
1033,0.42,0.56,2,158,3,0,0,1,9,0.00020316243,12283
1034,0.1,0.86,6,266,4,1,0,1,9,0.0049417913,12284
1035,0.1,0.95,6,256,4,0,0,2,9,0.927472,12285
1036,0.46,0.54,2,158,3,0,0,2,8,0.12644622,12286
1037,0.09,0.97,7,268,4,0,0,2,8,0.0074739754,12287
1038,0.89,1.0,4,237,5,0,0,2,8,0.008205801,12288
1039,0.82,1.0,4,273,6,0,0,2,8,0.010424882,12289
1040,0.11,0.89,6,309,4,0,0,2,8,0.19618893,12290
1041,0.81,0.84,5,258,5,0,0,2,8,0.9597255,12291
1042,0.81,0.94,5,233,6,0,0,2,8,0.009844571,12292
1043,0.77,1.0,4,249,6,0,0,2,8,0.022398084,12293
1044,0.63,0.94,3,179,2,0,0,2,8,0.94065595,12294
1045,0.4,0.57,2,128,3,0,0,2,8,0.55195,12295
1046,0.86,1.0,4,250,6,0,0,2,8,0.018933415,12296
1047,0.37,0.49,2,151,3,0,0,0,9,0.03347531,12297
1048,0.44,0.5,2,132,3,0,0,1,9,8.969251e-05,12298
1049,0.74,0.89,5,232,6,0,0,2,9,0.000932008,12299
1050,0.79,1.0,4,229,5,1,0,2,4,0.006160587,12300
1051,0.09,0.92,6,261,4,0,0,2,0,0.014650494,12301
1052,0.37,0.48,2,129,3,0,0,2,0,0.000102914506,12302
1053,0.09,0.78,6,244,4,0,0,1,0,0.025593966,12303
1054,0.09,0.84,6,258,4,0,0,1,0,0.0019488931,12304
1055,0.1,0.8,7,292,5,0,0,1,0,0.010916889,12305
1056,0.45,0.56,2,143,3,0,0,1,6,0.011904657,12306
1057,0.4,0.51,2,136,3,0,0,1,6,0.016011953,12307
1058,0.31,0.95,6,235,5,0,0,1,6,0.00023576617,12308
1059,0.7,0.93,2,310,3,0,0,1,6,0.91197824,12309
1060,0.36,0.48,2,152,3,0,0,1,0,0.0011953712,12310
1061,0.34,0.97,6,157,5,1,0,1,1,0.22424942,12311
1062,0.87,0.83,5,267,5,0,0,1,1,0.24181804,12312
1063,0.11,0.91,6,302,4,0,0,1,1,0.035201043,12313
1064,0.47,0.81,4,133,3,0,0,1,1,0.019217521,12314
1065,0.43,0.52,2,142,3,0,0,1,1,0.015365839,12315
1066,0.43,0.47,2,129,3,0,0,1,5,0.00050213933,12316
1067,0.45,0.57,2,136,3,0,0,1,7,0.00681594,12317
1068,0.74,1.0,5,223,5,0,0,1,2,0.014574587,12318
1069,0.1,0.89,6,244,4,1,0,1,8,0.06386468,12319
1070,0.78,0.87,5,243,5,0,0,1,9,0.0052320063,12320
1071,0.9,0.95,5,275,3,0,0,1,4,0.0007649958,12321
1072,0.53,0.95,6,205,4,0,0,1,5,0.45343643,12322
1073,0.45,0.54,2,154,3,0,0,1,5,0.030504376,12323
1074,0.86,0.83,4,270,5,0,0,2,5,0.8840493,12324
1075,0.74,0.89,4,267,5,0,0,2,7,0.018404573,12325
1076,0.09,0.79,6,276,4,0,0,2,7,0.028437376,12326
1077,0.8,0.95,5,244,5,0,0,2,7,0.00421384,12327
1078,0.46,0.53,2,128,3,0,0,2,7,0.7774508,12328
1079,0.86,0.95,5,269,6,0,0,2,7,7.8085184e-05,12329
1080,0.86,0.95,4,238,5,0,0,2,7,0.026678294,12330
1081,0.9,0.91,4,269,5,0,0,2,7,0.028799027,12331
1082,0.87,0.88,5,231,6,0,0,2,7,0.97872496,12332
1083,0.83,0.94,4,267,5,0,0,2,7,0.0011510253,12333
1084,0.77,0.83,4,245,5,0,0,2,7,0.035383046,12334
1085,0.77,1.0,4,272,5,0,0,2,7,0.02979502,12335
1086,0.9,0.86,5,254,5,0,0,0,7,0.9518137,12336
1087,0.73,0.92,4,273,5,0,0,1,7,0.00079903007,12337
1088,0.91,0.9,4,250,5,0,0,2,7,0.01516369,12338
1089,0.36,0.53,2,133,3,0,0,2,7,0.0038181543,12339
1090,0.38,0.54,2,150,3,0,0,2,7,0.0032346845,12340
1091,0.44,0.46,2,157,3,0,0,2,7,0.011789173,12341
1092,0.73,1.0,5,230,5,0,0,1,7,0.97905946,12342
1093,0.89,0.91,5,260,5,0,0,1,7,0.0024181902,12343
1094,0.11,0.77,6,275,4,0,0,1,2,0.01511541,12344
1095,0.1,0.77,7,308,4,0,0,1,2,0.0021413565,12345
1096,0.37,0.46,2,129,3,0,0,1,2,0.005633354,12346
1097,0.38,0.48,2,134,3,0,0,1,3,0.0102906525,12347
1098,0.42,0.48,2,132,3,0,0,1,3,0.0002426207,12348
1099,0.44,0.46,2,153,3,0,0,1,3,0.0058544874,12349
1100,0.11,0.83,6,262,4,0,0,1,3,0.0005467832,12350
1101,0.09,0.97,7,262,4,0,0,1,9,0.9570171,12351
1102,0.43,0.47,2,130,3,0,0,1,9,0.9926102,12352
1103,0.38,0.52,2,156,3,0,0,1,9,0.116455495,12353
1104,0.11,0.89,6,254,4,0,0,1,9,0.0013310611,12354
1105,0.37,0.49,2,130,3,0,0,1,9,0.0019111037,12355
1106,0.44,0.57,2,139,3,0,0,1,9,0.16202265,12356
1107,0.72,0.82,5,269,5,0,0,1,9,0.0019188225,12357
1108,0.1,0.91,7,297,4,0,0,1,9,0.9728859,12358
1109,0.73,0.86,5,249,5,0,0,1,9,0.20869404,12359
1110,0.09,0.82,7,267,4,0,0,1,9,0.11693981,12360
1111,0.44,0.46,2,149,3,0,0,1,9,0.99659926,12361
1112,0.09,0.82,6,251,4,0,0,1,8,0.04907626,12362
1113,0.1,0.87,6,306,4,0,0,2,8,0.9852887,12363
1114,0.11,0.86,6,279,4,0,0,2,8,0.007672578,12364
1115,0.42,0.46,2,131,3,0,0,2,8,0.013325006,12365
1116,0.09,0.85,6,260,4,0,0,2,8,0.011898398,12366
1117,0.72,0.88,5,249,5,0,0,2,8,0.025326222,12367
1118,0.75,0.97,4,245,5,0,0,2,8,0.007089883,12368
1119,0.44,0.5,2,138,3,0,0,2,8,0.020840824,12369
1120,0.11,0.91,6,278,4,0,0,2,8,0.95367455,12370
1121,0.38,0.47,2,147,3,0,0,2,8,0.0004182756,12371
1122,0.39,0.57,2,131,3,0,0,2,8,0.039673567,12372
1123,0.1,0.9,7,301,4,0,0,2,9,0.00014212728,12373
1124,0.43,0.52,2,141,3,0,0,2,9,0.00886184,12374
1125,0.39,0.57,2,158,3,0,0,0,9,0.00030320883,12375
1126,0.88,0.87,4,235,6,0,0,1,4,0.036996007,12376
1127,0.1,0.85,7,261,4,0,0,2,0,0.0037142932,12377
1128,0.1,0.89,5,270,4,0,0,2,0,0.000618279,12378
1129,0.11,0.93,6,290,4,0,0,2,0,0.00042060018,12379
1130,0.37,0.47,2,149,3,0,0,2,0,0.94266033,12380
1131,0.37,0.48,2,160,3,0,0,1,0,0.038160205,12381
1132,0.77,0.87,4,150,4,0,0,1,6,0.9786111,12382
1133,0.91,0.94,5,218,6,0,0,1,6,0.0050219297,12383
1134,0.46,0.51,2,155,3,0,0,1,6,0.00083756447,12384
1135,0.11,0.87,6,291,4,0,0,1,6,0.005784124,12385
1136,0.86,0.91,5,265,5,0,0,1,0,0.00036996603,12386
1137,0.87,0.88,5,262,6,0,0,1,7,0.037661046,12387
1138,0.09,0.92,6,303,5,0,0,1,7,0.033966064,12388
1139,0.42,0.46,2,132,3,0,0,1,7,0.011924714,12389
1140,0.82,0.83,4,245,5,1,0,1,7,0.017479628,12390
1141,0.46,0.48,2,129,3,0,0,1,7,0.022002697,12391
1142,0.88,1.0,5,226,6,0,0,1,5,0.005238682,12392
1143,0.1,0.91,6,286,4,0,0,1,5,0.0033238828,12393
1144,0.43,0.45,2,140,3,0,0,1,7,0.025264561,12394
1145,0.37,0.49,2,153,3,0,0,1,2,0.017282456,12395
1146,0.8,0.95,5,217,5,0,0,1,8,0.085045904,12396
1147,0.83,0.95,5,258,5,0,0,1,9,0.0018952787,12397
1148,0.39,0.57,2,156,3,0,0,1,4,0.00015574694,12398
1149,0.77,0.92,5,255,5,0,0,1,5,0.999333,12399
1150,0.43,0.46,2,129,3,0,0,1,5,0.0067753494,12400
1151,0.79,0.96,4,234,5,0,0,1,5,0.012585849,12401
1152,0.39,0.55,2,152,3,1,0,2,7,1.2549048e-05,12402
1153,0.1,0.88,7,300,4,0,0,2,7,0.0023926795,12403
1154,0.39,0.53,2,131,3,0,0,2,7,0.1215398,12404
1155,0.11,0.89,6,301,4,0,0,2,7,0.98506033,12405
1156,0.4,0.51,2,156,3,0,0,2,7,0.010274231,12406
1157,0.42,0.52,2,141,3,1,0,2,7,0.0028465092,12407
1158,0.57,0.85,4,219,2,1,0,2,7,0.01497227,12408
1159,0.11,0.95,7,269,5,0,0,2,7,0.00034549832,12409
1160,0.36,0.73,4,276,2,0,0,2,7,0.9886594,12410
1161,0.11,0.94,7,302,4,0,0,2,7,0.0009689033,12411
1162,0.35,0.8,6,281,2,0,0,2,7,0.00072035193,12412
1163,0.78,0.99,5,241,5,0,0,2,7,0.050735682,12413
1164,0.11,0.93,7,288,4,0,0,0,7,0.99034256,12414
1165,0.1,0.96,6,303,4,0,0,1,7,0.04872307,12415
1166,0.42,0.54,2,135,3,0,0,2,7,0.8933593,12416
1167,0.43,0.5,2,127,3,1,0,2,7,0.008081347,12417
1168,0.79,0.84,5,245,5,0,0,2,7,0.021473289,12418
1169,0.45,0.45,2,145,3,0,0,2,7,0.0016767979,12419
1170,0.09,0.91,6,248,4,0,0,1,7,0.010868996,12420
1171,0.11,0.91,6,302,4,0,0,1,2,0.9902264,12421
1172,0.45,0.49,2,144,3,0,0,1,2,0.006252706,12422
1173,0.11,0.91,6,272,4,0,0,1,2,0.0003720522,12423
1174,0.09,0.8,6,294,4,0,0,1,3,0.32055274,12424
1175,0.78,0.71,4,296,3,0,0,1,3,0.0025429726,12425
1176,0.38,0.5,2,151,3,1,0,1,3,0.08215132,12426
1177,0.82,0.82,4,249,5,0,0,1,3,0.9551313,12427
1178,0.85,0.89,4,221,5,0,0,1,9,0.006514281,12428
1179,0.45,0.46,2,146,3,0,0,1,9,0.0038688183,12429
1180,0.77,0.89,5,243,5,0,0,1,9,0.0064085126,12430
1181,0.39,0.5,2,127,3,0,0,1,9,0.0010098815,12431
1182,0.91,0.9,4,245,5,0,0,1,9,0.0009151399,12432
1183,0.11,0.77,6,264,4,0,0,1,9,0.110901624,12433
1184,0.46,0.45,2,143,3,0,0,1,9,0.0021618903,12434
1185,0.43,0.49,2,135,3,0,0,1,9,0.0014749169,12435
1186,0.11,0.96,6,262,4,1,0,1,9,0.021166533,12436
1187,0.1,0.93,6,299,4,0,0,1,9,0.01283446,12437
1188,0.09,0.8,5,279,4,0,0,1,9,0.022598982,12438
1189,0.36,0.51,2,155,3,0,0,1,8,0.0532825,12439
1190,0.11,0.89,6,264,4,0,0,1,8,0.006587267,12440
1191,0.09,0.77,6,256,5,0,0,2,8,0.030851573,12441
1192,0.44,0.51,2,129,3,0,0,2,8,0.026714146,12442
1193,0.73,0.97,5,217,6,0,0,2,8,0.023735642,12443
1194,0.21,0.58,7,203,5,0,0,2,8,0.020413667,12444
1195,0.8,0.85,4,264,5,0,0,2,8,0.002726674,12445
1196,0.37,0.55,2,159,3,0,0,2,8,0.8812072,12446
1197,0.79,0.96,5,218,5,0,0,2,8,0.022575676,12447
1198,0.09,0.8,6,298,4,0,0,2,8,0.0015026033,12448
1199,0.75,0.74,6,134,3,0,0,2,8,0.00026080012,12449
1200,0.83,1.0,5,263,5,0,0,2,9,0.01595357,12450
1201,0.1,0.77,5,252,4,0,0,2,9,0.63310933,12451
1202,0.44,0.55,2,136,3,0,0,2,9,0.06822544,12452
1203,0.42,0.97,6,259,4,0,0,0,4,0.0055687726,12453
1204,0.43,0.56,2,158,3,0,0,1,0,0.0019752383,12454
1205,0.09,0.84,7,307,4,0,0,2,0,0.00606212,12455
1206,0.44,0.53,2,152,3,0,0,2,0,0.032096088,12456
1207,0.81,0.98,5,237,5,0,0,2,0,0.0003322065,12457
1208,0.1,0.79,7,284,4,0,0,2,0,0.034599602,12458
1209,0.1,0.93,6,243,4,0,0,1,6,0.6727282,12459
1210,0.11,0.83,6,268,4,0,0,1,6,0.048272014,12460
1211,0.09,0.77,6,244,4,0,0,1,6,0.8453193,12461
1212,0.75,0.83,5,262,5,0,0,1,6,0.028458267,12462
1213,0.38,0.55,2,134,3,0,0,1,0,0.022353828,12463
1214,0.09,0.87,7,278,4,0,0,1,0,0.05047229,12464
1215,0.74,0.97,5,238,5,0,0,1,0,0.0027335584,12465
1216,0.44,0.56,2,127,3,0,0,1,0,0.007469058,12466
1217,0.76,0.95,4,259,5,0,0,1,1,6.216618e-05,12467
1218,0.42,0.56,2,146,3,0,0,1,1,0.010868967,12468
1219,0.75,1.0,4,243,5,0,0,1,1,0.011599749,12469
1220,0.36,0.52,2,137,3,0,0,1,5,0.91865104,12470
1221,0.75,0.93,5,229,5,0,0,1,7,0.020871699,12471
1222,0.4,0.46,2,134,3,0,0,1,2,0.0004684925,12472
1223,0.75,0.89,4,228,5,0,0,1,8,0.13035655,12473
1224,0.09,0.84,6,301,4,0,0,1,9,0.93915623,12474
1225,0.39,0.46,2,127,3,0,0,1,4,0.0011869073,12475
1226,0.4,0.48,2,142,3,0,0,1,5,0.965177,12476
1227,0.39,0.54,2,131,3,0,0,1,5,0.87095726,12477
1228,0.1,0.85,7,310,5,0,0,1,5,0.98654366,12478
1229,0.42,0.55,2,148,3,0,0,1,7,0.02524221,12479
1230,0.37,0.52,2,143,3,0,0,2,7,0.98493195,12480
1231,0.11,0.98,6,250,4,0,0,2,7,0.9771421,12481
1232,0.09,0.88,7,265,4,0,0,2,7,0.037814915,12482
1233,0.41,0.54,2,152,3,0,0,2,7,0.0120149255,12483
1234,0.42,0.49,2,145,3,0,0,2,7,0.0019123256,12484
1235,0.4,0.49,2,140,3,0,0,2,7,0.083875746,12485
1236,0.36,0.47,2,129,3,0,0,2,7,0.00017511845,12486
1237,0.74,0.9,4,226,5,0,0,2,7,0.005306661,12487
1238,0.66,1.0,5,269,5,0,0,2,7,0.079058826,12488
1239,0.38,0.47,2,152,3,0,0,2,7,0.020103157,12489
1240,0.43,0.51,2,132,3,0,0,2,7,0.010040075,12490
1241,0.43,0.53,2,148,3,0,0,2,7,0.029497802,12491
1242,0.1,0.85,6,297,5,0,0,0,7,0.97902876,12492
1243,0.82,0.85,4,274,5,0,0,1,7,0.0030906796,12493
1244,0.1,0.77,6,280,4,0,0,2,7,0.02103737,12494
1245,0.1,0.93,6,288,4,0,0,2,7,0.9632471,12495
1246,0.43,0.49,2,155,3,0,0,2,7,0.04204169,12496
1247,0.09,0.94,7,247,4,0,0,2,7,0.0003631413,12497
1248,0.41,0.54,2,138,3,0,0,1,2,0.0052806437,12498
1249,0.1,0.82,7,284,4,0,0,1,2,0.026302129,12499
1250,0.88,0.92,4,225,5,0,0,1,2,0.007136166,12500
1251,0.43,0.57,2,151,3,1,0,1,3,0.010263383,12501
1252,0.42,0.5,2,155,3,0,0,1,3,0.11693981,12502
1253,0.85,1.0,4,234,5,0,0,1,3,0.99561864,12503
1254,0.38,0.49,2,144,3,0,0,1,3,0.0024002194,12504
1255,0.39,0.47,2,142,3,0,0,1,9,0.0015410483,12505
1256,0.41,0.48,2,126,3,0,0,1,9,0.14235061,12506
1257,0.88,0.92,4,233,6,0,0,1,9,0.033943713,12507
1258,0.78,0.96,4,241,5,0,0,1,9,0.9799235,12508
1259,0.45,0.48,2,138,3,0,0,1,9,0.028405517,12509
1260,0.09,0.95,6,260,4,1,0,1,9,0.60881567,12510
1261,0.44,0.56,2,145,3,0,0,1,9,0.9502964,12511
1262,0.11,0.84,6,252,4,0,0,1,9,0.0013745129,12512
1263,0.36,0.51,2,143,3,0,0,1,9,0.97383285,12513
1264,0.86,0.98,4,270,5,0,0,1,9,0.020324677,12514
1265,0.1,0.92,6,285,4,0,0,1,9,0.9871364,12515
1266,0.45,0.53,2,149,3,0,0,1,8,0.0003220141,12516
1267,0.42,0.53,2,158,3,0,0,1,8,0.87498236,12517
1268,0.36,0.55,2,134,3,0,0,1,8,0.00030770898,12518
1269,0.45,0.55,2,129,3,0,0,2,8,0.9906496,12519
1270,0.38,0.57,2,131,3,0,0,2,8,0.98730516,12520
1271,0.11,0.97,6,288,4,0,0,2,8,0.00043439865,12521
1272,0.45,0.46,2,142,3,0,0,2,8,0.0010979176,12522
1273,0.87,0.95,5,227,5,0,0,2,8,0.016490608,12523
1274,0.45,0.53,2,131,3,0,0,2,8,0.9823537,12524
1275,0.1,0.83,6,283,5,0,0,2,8,0.055155456,12525
1276,0.44,0.54,2,139,3,0,0,2,8,0.021646798,12526
1277,0.78,1.0,4,267,5,0,0,2,9,0.024419904,12527
1278,0.38,0.56,2,148,3,0,0,2,9,0.007716477,12528
1279,0.85,0.84,5,272,6,0,0,2,9,0.98088735,12529
1280,0.36,0.48,2,148,3,1,0,2,4,0.96485007,12530
1281,0.75,0.88,5,270,5,0,0,0,0,0.078164905,12531
1282,0.81,0.81,4,218,5,1,0,1,0,0.0008312166,12532
1283,0.4,0.55,2,150,3,0,0,2,0,0.020251393,12533
1284,0.83,0.83,5,260,5,0,0,2,0,0.024938166,12534
1285,0.41,0.52,2,127,3,0,0,2,0,0.004878521,12535
1286,0.42,0.57,2,134,3,0,0,2,6,0.00012487173,12536
1287,0.09,0.83,7,258,4,0,0,1,6,0.028841019,12537
1288,0.87,0.81,5,304,5,0,0,1,6,0.0021327138,12538
1289,0.43,0.56,6,149,4,0,0,1,6,0.12064618,12539
1290,0.39,0.51,2,139,3,0,0,1,0,0.022346556,12540
1291,0.1,0.9,6,272,5,0,0,1,1,0.00021135807,12541
1292,0.41,0.52,2,132,3,0,0,1,1,0.9716977,12542
1293,0.72,1.0,2,240,2,0,0,1,1,0.0023172498,12543
1294,0.44,0.55,2,137,3,0,0,1,1,0.9394546,12544
1295,0.38,0.5,2,139,3,0,0,1,1,0.0065076053,12545
1296,0.46,0.52,2,148,3,0,0,1,1,0.9418453,12546
1297,0.4,0.49,2,149,3,0,0,1,5,0.0036924481,12547
1298,0.45,0.45,2,131,3,0,0,1,7,8.3767496e-05,12548
1299,0.89,0.89,5,262,5,0,0,1,2,0.0006058812,12549
1300,0.1,0.97,7,284,4,0,0,1,8,0.978747,12550
1301,0.46,0.48,2,161,3,0,0,1,9,0.073608994,12551
1302,0.09,0.78,7,290,4,0,0,1,4,0.001532644,12552
1303,0.45,0.57,2,149,3,0,0,1,5,0.013456702,12553
1304,0.89,0.98,4,242,6,0,0,1,5,0.00082209706,12554
1305,0.62,0.77,5,227,4,0,0,1,5,0.016730309,12555
1306,0.11,0.93,6,276,4,0,0,1,7,0.025015205,12556
1307,0.44,0.5,2,135,3,0,0,1,7,0.96432,12557
1308,0.09,0.94,6,266,4,0,0,2,7,0.007528603,12558
1309,0.56,0.75,5,236,2,0,0,2,7,0.00018334389,12559
1310,0.77,0.89,4,270,5,0,0,2,7,0.65919715,12560
1311,0.39,0.49,2,146,3,0,0,2,7,0.0057573617,12561
1312,0.1,0.92,5,272,4,0,0,2,7,0.015624732,12562
1313,0.72,0.85,5,246,5,0,0,2,7,0.025395244,12563
1314,0.4,0.52,2,136,3,0,0,2,7,0.0134655535,12564
1315,0.11,0.81,6,260,4,0,0,2,7,0.6442324,12565
1316,0.88,1.0,5,247,5,0,0,2,7,0.00010618622,12566
1317,0.37,0.51,2,127,3,0,0,2,7,0.04463774,12567
1318,0.11,0.96,6,267,4,0,0,2,7,0.028804392,12568
1319,0.4,0.52,2,143,3,0,0,2,7,0.0031312406,12569
1320,0.1,0.86,6,306,4,0,0,0,7,0.055127323,12570
1321,0.62,0.89,3,131,4,0,0,1,7,0.99346966,12571
1322,0.78,0.86,4,249,5,0,0,2,7,0.96476483,12572
1323,0.37,0.52,2,144,3,0,0,2,7,0.002941072,12573
1324,0.76,0.82,4,254,5,1,0,2,7,0.0013142526,12574
1325,0.42,0.53,2,131,3,0,0,2,2,0.0020014644,12575
1326,0.1,0.77,6,272,4,0,0,1,2,0.050670624,12576
1327,0.42,0.47,2,157,3,0,0,1,2,0.12644622,12577
1328,0.1,0.96,7,301,4,0,0,1,3,0.014184952,12578
1329,0.1,0.81,6,252,4,0,0,1,3,0.019733101,12579
1330,0.42,0.47,2,130,3,0,0,1,3,0.89796317,12580
1331,0.09,0.86,6,297,4,0,0,1,3,3.0436153e-05,12581
1332,0.1,0.8,6,248,4,0,0,1,9,0.9754517,12582
1333,0.11,0.89,7,257,4,0,0,1,9,0.014980853,12583
1334,0.44,0.53,2,147,3,0,0,1,9,0.021055102,12584
1335,0.87,0.9,3,307,5,0,0,1,9,0.030989021,12585
1336,0.44,0.46,2,154,3,0,0,1,9,0.9978416,12586
1337,0.41,0.56,2,143,3,0,0,1,9,0.080317855,12587
1338,0.51,0.79,4,134,3,0,0,1,9,0.0011008084,12588
1339,0.89,0.96,5,221,5,0,0,1,9,0.0004272163,12589
1340,0.1,0.96,6,275,4,0,0,1,9,3.7339694e-05,12590
1341,0.9,0.94,5,247,5,0,0,1,9,0.009337664,12591
1342,0.36,0.55,2,131,3,0,0,1,9,0.008376032,12592
1343,0.44,0.54,2,150,3,0,0,1,8,0.009148002,12593
1344,0.39,0.57,2,150,3,0,0,1,8,0.0005685985,12594
1345,0.38,1.0,5,137,4,0,0,1,8,0.13605449,12595
1346,0.73,0.95,4,223,6,0,0,1,8,0.00036379695,12596
1347,0.1,0.96,6,292,4,0,0,2,8,0.08070338,12597
1348,0.89,0.83,5,130,4,1,0,2,8,0.94933826,12598
1349,0.87,0.85,5,221,6,0,0,2,8,0.99529207,12599
1350,0.84,0.89,4,245,5,1,0,2,8,0.02204904,12600
1351,0.11,0.77,6,274,4,0,0,2,8,0.79810184,12601
1352,0.74,1.0,5,248,5,0,0,2,8,0.0012945831,12602
1353,0.79,0.97,4,243,5,0,0,2,8,0.0023537576,12603
1354,0.1,0.92,7,273,4,0,0,2,9,0.9814342,12604
1355,0.83,0.95,5,221,5,0,0,2,9,0.00013837218,12605
1356,0.1,0.79,6,271,4,0,0,2,9,0.007486582,12606
1357,0.45,0.5,2,157,3,0,0,2,4,0.016175777,12607
